//地址：https://raw.gitcode.com/lionzang/TV/raw/main/channel.txt
ğŸ‡¨ğŸ‡³å¤®è§†é¢‘é“1,#genre#
æµå—è§†å¬,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000180/index.m3u8?IAS
æµå—è§†å¬,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000198/index.m3u8?IAS
æµå—è§†å¬,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000180/index.m3u8?IAS
æµå—è§†å¬,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000198/index.m3u8?IAS
æµå—è§†å¬,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000180/index.m3u8?IAS
æµå—è§†å¬,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000198/index.m3u8?IAS
æµå—æ–‡æ—…,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000013/index.m3u8?IAS
æµå—æ–‡æ—…,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000013/index.m3u8?IAS
æµå—æ–‡æ—…,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000013/index.m3u8?IAS
æµå—æ–‡æ—…,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000013/index.m3u8?IAS
æµå—æ–°é—»,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000015/index.m3u8?IAS
æµå—æ–°é—»,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000015/index.m3u8?IAS
æµå—æ–°é—»,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000015/index.m3u8?IAS
æµå—æ–°é—»,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000015/index.m3u8?IAS
æµå—å«è§†,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001183/index.m3u8?
æµå—è‡ªè´¸,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?IAS
æµå—è‡ªè´¸,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?IAS
æµå—è‡ªè´¸,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?IAS
é˜¿æ¶›å½±è§†,https://8496.kstore.space/atao.mp4
ğŸ‡¨ğŸ‡³äº‘å—é¢‘é“,#genre#
äº‘å—éƒ½å¸‚,http://tvlive.ynradio.com/live/yunnandushi/chunks.m3u8
äº‘å—åºæ—…,http://tvlive.ynradio.com/live/yunnangonggong/chunks.m3u8
äº‘å—å¨±ä¹,http://tvlive.ynradio.com/live/yunnanyule/chunks.m3u8
äº‘å—å°‘å„¿,http://tvlive.ynradio.com/live/yunnanshaoer/chunks.m3u8
äº‘å—å›½é™…,http://tvlive.ynradio.com/live/yunnanguoji/playlist.m3u8



//æˆ‘æ”¶é›†çš„æº




ğŸ‡­ğŸ‡°æ¸¯å°é¢‘é“,#genre#
é˜¿æ¶›å½±è§†,é˜¿æ¶›å½±è§†,https://8496.kstore.space/atao.mp4
å‡¤å‡°ä¸­æ–‡,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
å‡¤å‡°èµ„è®¯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
å‡¤å‡°é¦™æ¸¯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
å‡¤å‡°èµ„è®¯,http://61.221.215.25:8800/hls/47/index.m3u8
TVBSæ–°é—»,http://61.221.215.25:8800/hls/9/index.m3u8
å…«å¤§æˆå‰§,http://61.221.215.25:8800/hls/39/index.m3u8
ä¸‰ç«‹æˆå‰§,http://61.221.215.25:8800/hls/41/index.m3u8
å…«å¤§ç¬¬ä¸€,http://61.221.215.25:8800/hls/55/index.m3u8
å…«å¤§æˆå‰§,http://61.221.215.25:8800/hls/39/index.m3u8
AMCç”µå½±,http://61.221.215.25:8800/hls/43/index.m3u8
çº¬æ¥ç²¾å½©,http://61.221.215.25:8800/hls/48/index.m3u8
æ¢ç´¢äºšæ´²,http://61.221.215.25:8800/hls/50/index.m3u8
å…«å¤§ç¬¬ä¸€,http://61.221.215.25:8800/hls/55/index.m3u8
åŠ¨ç‰©æ˜Ÿçƒ,http://61.221.215.25:8800/hls/57/index.m3u8
å…«å¤§ç»¼åˆ,http://61.221.215.25:8800/hls/56/index.m3u8

é¦™æ¸¯å«è§†,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
ç¯çƒç”µè§†,http://zb.xzxwhcb.com:9999/hls/world.m3u8
æ¾³äºšå«è§†,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
å£¹ç”µè§†æ–°é—»,P2p://generationnexxxt.com:19806/31dad83ef5b74c5db225482cd2e0fbae$P2P
å¹´ä»£æ–°é—»,P2p://generationnexxxt.com:19806/95f67e884d88463e907c301d05fa68b7$P2P
ä¸œæ£®æ–°é—»,P2p://generationnexxxt.com:19806/e1a899eded4d48578084c61957fb8c2b$P2P
ä¸­å¤©æ–°é—»,P2p://generationnexxxt.com:19806/e92e93fd67794e92acdc0d4005f0781a$P2P
ä¸­å¤©æ–°é—»,P2p://generationnexxxt.com:19806/bd9064ee198045a386f1f2dba5073f4e$P2P
ä¸­å¤©æ–°é—»,mitv://generationnexxxt.com:19806/bd9064ee198045a386f1f2dba5073f4e
æ°‘è§†æ–°é—»,P2p://generationnexxxt.com:19806/d24f18e610d248b7a450d29492b37ebf$P2P
ä¸‰ç«‹æ–°é—»,P2p://generationnexxxt.com:19806/9388262af2604cc798800736d070d39e$P2P
TVBSæ–°é—»,P2p://generationnexxxt.com:19806/6a155a5d7bea461b980b4fa559119a60$P2P
TVBS,P2p://generationnexxxt.com:19806/9fb651a7ec2e402588a0752ba1035476$P2P
ä¸œæ£®è´¢ç»æ–°é—»,P2p://generationnexxxt.com:19806/6596322e000d4091a2f7138e424b32c5$P2P
éå‡¡æ–°é—»,P2p://generationnexxxt.com:19806/02f80f7aad2c480992e06e1bd8a7facb$P2P
å¹´ä»£æ–°é—»,P2p://generationnexxxt.com:19806/65ddd162000837a5babd25111eb9560c$P2P
ä¸­è§†æ–°é—»,P2p://generationnexxxt.com:19806/cb5965a89e434df7aeb66b2364116ae4$P2P
å¯°å®‡æ–°é—»,P2p://generationnexxxt.com:19806/a265fb55774a4554bc2db19b16f53be6$P2P
åè§†æ–°é—»,P2p://generationnexxxt.com:19806/ebe8db2daafa47768f37bcae17bfe299$P2P
ä¸‰ç«‹iNEWS,P2p://generationnexxxt.com:19806/ac384b2c9a4a47c3a538f9116ab7e4d8
TVBSNEWS,http://61.221.215.25:8800/hls/9/index.m3u8

æ°‘è§†æ–°é—»,mitv://generationnexxxt.com:19806/d24f18e610d248b7a450d29492b37ebf
TVBSæ–°é—»,rtmp://twcdn.top/sat/tv551
éå‡¡æ–°é—»,rtmp://f13h.mine.nu/sat/tv581

æ°‘è§†,rtmp://f13h.mine.nu/sat/tv051
å°è§†,rtmp://f13h.mine.nu/sat/tv071
ä¸­è§†,rtmp://f13h.mine.nu/sat/tv091
åè§†,rtmp://f13h.mine.nu/sat/tv111
çº¬æ¥ä½“è‚²,rtmp://f13h.mine.nu/sat/tv721
çº¬æ¥è‚²ä¹,rtmp://f13h.mine.nu/sat/tv701
çº¬æ¥æ—¥æœ¬,rtmp://f13h.mine.nu/sat/tv771
ä¸œæ£®è¶…è§†,rtmp://f13h.mine.nu/sat/tv331
MoMoç»¼åˆ,rtmp://f13h.mine.nu/sat/tv761
ELEVENä½“è‚²1,rtmp://f13h.mine.nu/sat/tv731
ELEVENä½“è‚²2,rtmp://f13h.mine.nu/sat/tv741

æ°‘è§†,rtmp://220.130.201.73/sat/tv051
å°è§†,rtmp://220.130.201.73/sat/tv071
ä¸­è§†,rtmp://220.130.201.73/sat/tv091
åè§†,rtmp://220.130.201.73/sat/tv111
ä¸œæ£®è¶…è§†,rtmp://220.130.201.73/sat/tv331
éå‡¡æ–°é—»,rtmp://220.130.201.73/sat/tv581
çº¬æ¥è‚²ä¹,rtmp://220.130.201.73/sat/tv701
çº¬æ¥ä½“è‚²,rtmp://220.130.201.73/sat/tv721
ELEVENä½“è‚²1,rtmp://220.130.201.73/sat/tv731
ELEVENä½“è‚²2,rtmp://220.130.201.73/sat/tv741
MOMOTV,rtmp://220.130.201.73/sat/tv761
çº¬æ¥æ—¥æœ¬,rtmp://220.130.201.73/sat/tv771

æ°‘è§†rtmp://twcdn.top/sat/tv051
å°è§†,rtmp://twcdn.top/sat/tv071
ä¸­è§†,rtmp://twcdn.top/sat/tv091
åè§†,rtmp://twcdn.top/sat/tv111
ä¸œæ£®è¶…è§†,rtmp://twcdn.top/sat/tv331
TVBSæ¬¢ä¹,rtmp://twcdn.top/sat/tv421

éå‡¡æ–°é—»,rtmp://twcdn.top/sat/tv581
çº¬æ¥è‚²ä¹,rtmp://twcdn.top/sat/tv701
çº¬æ¥ä½“è‚²,rtmp://twcdn.top/sat/tv721
ELEVENä½“è‚²1,rtmp://twcdn.top/sat/tv731
ELEVENä½“è‚²2,rtmp://twcdn.top/sat/tv741
MoMoç»¼åˆ,rtmp://twcdn.top/sat/tv761
çº¬æ¥æ—¥æœ¬,rtmp://twcdn.top/sat/tv771

çº¬æ¥æ—¥æœ¬,P2p://generationnexxxt.com:19806/5f9d37ba1fc04a04aaec6979908294a2
é–å¤©æ—¥æœ¬å°,mitv://generationnexxxt.com:19806/c88dcc9ddf6747b991fc1a0db939147d
å›½å…´å«è§†,mitv://generationnexxxt.com:19806/18aaee00d2af442ebb4592e15f7b2a20


ğŸ”¥å†å±Šæ˜¥æ™š,#genre#
1983å¹´,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
1984å¹´,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
1985å¹´,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
1986å¹´,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
1987å¹´,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
1988å¹´,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
1989å¹´,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
1991å¹´,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjI2MTVfNDAzMDAxOTlfNjYyNzYwNjUxNjVfMF8z_b_B8feb7b85888678d71bf37a259c6850f6.mp4
1992å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
1993å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
1994å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
1995å¹´,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
1996å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
1997å¹´,https://txmov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
1998å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
1999å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
2000å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
2001å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
2002å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
2003å¹´,https://txmov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
2004å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
2005å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
2006å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
2007å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
2008å¹´,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
2009å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
2010å¹´,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
2011å¹´,https://txmov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
2013å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
2014å¹´,https://txmov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
2015å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
2017å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
2018å¹´,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
2019å¹´,https://txmov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
2020å¹´,https://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
2021å¹´,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
2022å¹´,https://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
1983å¹´,https://vd2.bdstatic.com/mda-nmgf0aiczefpbjyv/360p/h264/1671273368681637465/mda-nmgf0aiczefpbjyv.mp4
1984å¹´,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
1985å¹´,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
1986å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
1987å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
1987å¹´,http://50069.njc.svp.tencent-cloud.com/0bc3fuaaiaaavuaibgr5f5rfalodaqwqabaa.f10003.mp4
1988å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
1989å¹´,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
1991å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
1993å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
1994å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
1995å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
1997å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
1999å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
2000å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
2001å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
2002å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
2004å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
2005å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
2006å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
2007å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
2008å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
2009å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
2014å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
2019å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
2020å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
2020å¹´,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
2021å¹´,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
2022å¹´,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
2023å¹´,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
2024å¹´,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
2024å¹´,https://ikcdn01.ikzybf.com/20240205/QBNgom4j/2000kb/hls/index.m3u8

ğŸ‡¯ğŸ‡µæ—¥æœ¬æµç•…,#genre#

//å®˜æ–¹
çº¬æ¥æ—¥æœ¬,rtmp://f13h.mine.nu/sat/tv771
NTV24,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
NTV24,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
TBS,https://tbs4.mov3.co/hls/tbs.m3u8
TBSNEWS,http://142.171.31.242:5002/cs11.m3u8?token=guoziyun&gid=11&channel=zhongying

NHKG,http://103.36.32.14:5002/gx06.m3u8?token=guoziyun&gid=gx01&channel=zhongying
NHKG,http://103.36.32.14:5002/gd01.m3u8?token=guoziyun&gid=gd01&channel=zhongying
NHKG,https://nhk4.mov3.co/hls/nhk.m3u8
Nippon,https://ntv4.mov3.co/hls/ntv.m3u8
æ˜ ç”»,http://142.171.31.242:5002/cs14.m3u8?token=guoziyun&gid=cs14&channel=zhongying
10,http://142.171.31.242:5002/cs10.m3u8?token=guoziyun&gid=10&channel=zhongying
TBSNEWS,http://142.171.31.242:5002/cs11.m3u8?token=guoziyun&gid=11&channel=zhongying
12,http://142.171.31.242:5002/cs12.m3u8?token=guoziyun&gid=12&channel=zhongying
13,http://142.171.31.242:5002/cs13.m3u8?token=guoziyun&gid=13&channel=zhongying
14,http://142.171.31.242:5002/cs14.m3u8?token=guoziyun&gid=14&channel=zhongying
17,http://142.171.31.242:5002/cs17.m3u8?token=guoziyun&gid=17&channel=zhongying
18,http://142.171.31.242:5002/cs18.m3u8?token=guoziyun&gid=18&channel=zhongying
19,http://142.171.31.242:5002/cs19.m3u8?token=guoziyun&gid=19&channel=zhongying
20,http://142.171.31.242:5002/cs20.m3u8?token=guoziyun&gid=20&channel=zhongying
21,http://142.171.31.242:5002/cs22.m3u8?token=guoziyun&gid=22&channel=zhongying
23,http://142.171.31.242:5002/cs23.m3u8?token=guoziyun&gid=23&channel=zhongying
24,http://142.171.31.242:5002/cs24.m3u8?token=guoziyun&gid=24&channel=zhongying
//GDçº¿è·¯

NHKE,http://103.36.32.14:5002/gd02.m3u8?token=guoziyun&gid=gd01&channel=zhongying
æ—¥ãƒ†ãƒ¬,http://103.36.32.14:5002/gd03.m3u8?token=guoziyun&gid=gd01&channel=zhongying
æ—¥ãƒ†ãƒ¬,http://66.165.240.154:8080/live/2sfrb3/hls.m3u8
TBS,https://tbs4.mov3.co/hls/tbs.m3u8
MBS,http://103.36.32.14:5002/gd04.m3u8?token=guoziyun&gid=gd01&channel=zhongying
FUJI,http://103.36.32.14:5002/gd05.m3u8?token=guoziyun&gid=gd01&channel=zhongying
ASAHI,http://103.36.32.14:5002/gd06.m3u8?token=guoziyun&gid=gd01&channel=zhongying
ãƒ†ãƒ¬æ±,http://103.36.32.14:5002/gd07.m3u8?token=guoziyun&gid=gd01&channel=zhongying
TOKYOMX1,http://103.36.32.14:5002/gd08.m3u8?token=guoziyun&gid=gd01&channel=zhongying


//GXçº¿è·¯
MBS,http://103.36.32.14:5002/gx01.m3u8?token=guoziyun&gid=gx01&channel=zhongying
6ABC,http://103.36.32.14:5002/gx02.m3u8?token=guoziyun&gid=gx01&channel=zhongying
ã‚«ãƒ³ãƒ†ãƒ¬,http://103.36.32.14:5002/gx03.m3u8?token=guoziyun&gid=gx01&channel=zhongying
æ—¥ãƒ†ãƒ¬,http://103.36.32.14:5002/gx04.m3u8?token=guoziyun&gid=gx01&channel=zhongying
TVO,http://103.36.32.14:5002/gx05.m3u8?token=guoziyun&gid=gx01&channel=zhongying

SUN,http://103.36.32.14:5002/gx07.m3u8?token=guoziyun&gid=gx01&channel=æ—¥ãƒ†ãƒ¬ngying



//bsçº¿è·¯
NHKBSP4K,http://103.36.32.14:5002/bs01.m3u8?token=guoziyun&gid=bs01&channel=zhongying
BSæ—¥ãƒ†ãƒ¬,http://103.36.32.14:5002/bs02.m3u8?token=guoziyun&gid=bs01&channel=zhongying
BSæœæ—¥,http://103.36.32.14:5002/bs03.m3u8?token=guoziyun&gid=bs01&channel=zhongying
BSTBS,http://103.36.32.14:5002/bs04.m3u8?token=guoziyun&gid=bs01&channel=zhongying
BSãƒ†ãƒ¬æ±,http://103.36.32.14:5002/bs05.m3u8?token=guoziyun&gid=bs01&channel=zhongying
BSãƒ•ã‚¸,http://103.36.32.14:5002/bs06.m3u8?token=guoziyun&gid=bs01&channel=zhongying
WOWOW,http://103.36.32.14:5002/bs07.m3u8?token=guoziyun&gid=bs01&channel=zhongying
STAR1,http://103.36.32.14:5002/bs08.m3u8?token=guoziyun&gid=bs01&channel=zhongying
bs0009960x544,http://103.36.32.14:5002/bs09.m3u8?token=guoziyun&gid=bs01&channel=zhongying
bs0010960x544,http://103.36.32.14:5002/bs10.m3u8?token=guoziyun&gid=bs01&channel=zhongying
bs0011960x544,http://103.36.32.14:5002/bs11.m3u8?token=guoziyun&gid=bs01&channel=zhongying
bs0012960x544,http://103.36.32.14:5002/bs12.m3u8?token=guoziyun&gid=bs01&channel=zhongying
